query.number	significant	p.value	term.size	query.size	overlap.size	precision	recall	term.id	domain	subgraph.number	term.name	relative.depth	intersection	original.query.size
1	TRUE	0.00541	46	1299	17	0.013	0.37	KEGG:03050	keg	86	Proteasome	1	ENSMUSG00000006998,ENSMUSG00000015671,ENSMUSG00000017221,ENSMUSG00000017428,ENSMUSG00000020720,ENSMUSG00000025487,ENSMUSG00000026229,ENSMUSG00000026914,ENSMUSG00000027566,ENSMUSG00000028837,ENSMUSG00000028932,ENSMUSG00000030591,ENSMUSG00000030603,ENSMUSG00000032301,ENSMUSG00000039067,ENSMUSG00000042541,ENSMUSG00000060073	2902
1	TRUE	0.015	35	1299	13	0.01	0.371	KEGG:00051	keg	69	Fructose and mannose metabolism	1	ENSMUSG00000000628,ENSMUSG00000001642,ENSMUSG00000017390,ENSMUSG00000020277,ENSMUSG00000021196,ENSMUSG00000023456,ENSMUSG00000027227,ENSMUSG00000028307,ENSMUSG00000029162,ENSMUSG00000030695,ENSMUSG00000032306,ENSMUSG00000037012,ENSMUSG00000070284	2902
1	TRUE	0.0379	96	1299	25	0.019	0.26	KEGG:05222	keg	54	Small cell lung cancer	1	ENSMUSG00000002109,ENSMUSG00000006728,ENSMUSG00000015312,ENSMUSG00000015647,ENSMUSG00000016477,ENSMUSG00000021277,ENSMUSG00000021453,ENSMUSG00000021668,ENSMUSG00000022607,ENSMUSG00000023067,ENSMUSG00000025199,ENSMUSG00000025809,ENSMUSG00000026193,ENSMUSG00000026479,ENSMUSG00000026639,ENSMUSG00000026875,ENSMUSG00000027087,ENSMUSG00000028044,ENSMUSG00000028698,ENSMUSG00000032487,ENSMUSG00000036390,ENSMUSG00000039656,ENSMUSG00000041417,ENSMUSG00000052911,ENSMUSG00000057367	2902
1	TRUE	0.0127	59	1299	19	0.015	0.322	KEGG:05213	keg	96	Endometrial cancer	1	ENSMUSG00000000303,ENSMUSG00000000441,ENSMUSG00000002109,ENSMUSG00000004936,ENSMUSG00000015312,ENSMUSG00000020122,ENSMUSG00000021453,ENSMUSG00000021668,ENSMUSG00000022812,ENSMUSG00000023067,ENSMUSG00000024122,ENSMUSG00000024985,ENSMUSG00000028698,ENSMUSG00000030265,ENSMUSG00000036390,ENSMUSG00000037815,ENSMUSG00000041417,ENSMUSG00000059923,ENSMUSG00000062312	2902
1	TRUE	0.00494	157	1299	42	0.032	0.268	KEGG:04390	keg	7	Hippo signaling pathway	1	ENSMUSG00000000126,ENSMUSG00000000157,ENSMUSG00000000184,ENSMUSG00000000303,ENSMUSG00000007613,ENSMUSG00000010067,ENSMUSG00000014956,ENSMUSG00000018326,ENSMUSG00000018965,ENSMUSG00000019997,ENSMUSG00000020271,ENSMUSG00000020349,ENSMUSG00000020644,ENSMUSG00000020849,ENSMUSG00000021959,ENSMUSG00000022052,ENSMUSG00000022178,ENSMUSG00000022285,ENSMUSG00000022382,ENSMUSG00000022812,ENSMUSG00000024500,ENSMUSG00000024515,ENSMUSG00000024563,ENSMUSG00000024985,ENSMUSG00000025812,ENSMUSG00000029370,ENSMUSG00000029378,ENSMUSG00000029580,ENSMUSG00000030796,ENSMUSG00000032402,ENSMUSG00000032440,ENSMUSG00000036585,ENSMUSG00000036856,ENSMUSG00000037411,ENSMUSG00000037815,ENSMUSG00000042745,ENSMUSG00000043131,ENSMUSG00000050288,ENSMUSG00000051391,ENSMUSG00000054932,ENSMUSG00000057367,ENSMUSG00000061859	2902
1	TRUE	0.00213	65	1299	23	0.018	0.354	KEGG:05230	keg	98	Central carbon metabolism in cancer	1	ENSMUSG00000000441,ENSMUSG00000000628,ENSMUSG00000001918,ENSMUSG00000004936,ENSMUSG00000006494,ENSMUSG00000009376,ENSMUSG00000011752,ENSMUSG00000020122,ENSMUSG00000020277,ENSMUSG00000021196,ENSMUSG00000025161,ENSMUSG00000028645,ENSMUSG00000028698,ENSMUSG00000030265,ENSMUSG00000030849,ENSMUSG00000031400,ENSMUSG00000032294,ENSMUSG00000037012,ENSMUSG00000040010,ENSMUSG00000041417,ENSMUSG00000044005,ENSMUSG00000062312,ENSMUSG00000063229	2902
1	TRUE	0.00143	75	1299	26	0.02	0.347	KEGG:05100	keg	34	Bacterial invasion of epithelial cells	1	ENSMUSG00000000058,ENSMUSG00000000303,ENSMUSG00000000555,ENSMUSG00000001847,ENSMUSG00000006304,ENSMUSG00000006699,ENSMUSG00000007815,ENSMUSG00000008475,ENSMUSG00000009376,ENSMUSG00000014791,ENSMUSG00000017776,ENSMUSG00000021823,ENSMUSG00000022607,ENSMUSG00000025809,ENSMUSG00000026193,ENSMUSG00000026755,ENSMUSG00000028698,ENSMUSG00000029003,ENSMUSG00000029580,ENSMUSG00000033335,ENSMUSG00000036885,ENSMUSG00000037815,ENSMUSG00000041417,ENSMUSG00000047547,ENSMUSG00000050379,ENSMUSG00000079426	2902
1	TRUE	0.0237	73	1299	21	0.016	0.288	KEGG:05218	keg	42	Melanoma	1	ENSMUSG00000000303,ENSMUSG00000000441,ENSMUSG00000000489,ENSMUSG00000002109,ENSMUSG00000004936,ENSMUSG00000006728,ENSMUSG00000009376,ENSMUSG00000015312,ENSMUSG00000016477,ENSMUSG00000020122,ENSMUSG00000020184,ENSMUSG00000021453,ENSMUSG00000021668,ENSMUSG00000023067,ENSMUSG00000025856,ENSMUSG00000028019,ENSMUSG00000028698,ENSMUSG00000030265,ENSMUSG00000036390,ENSMUSG00000036585,ENSMUSG00000041417	2902
1	TRUE	0.0295	103	1299	27	0.021	0.262	KEGG:04922	keg	90	Glucagon signaling pathway	1	ENSMUSG00000001175,ENSMUSG00000003865,ENSMUSG00000005469,ENSMUSG00000011752,ENSMUSG00000020277,ENSMUSG00000022092,ENSMUSG00000024042,ENSMUSG00000024900,ENSMUSG00000028645,ENSMUSG00000029167,ENSMUSG00000029513,ENSMUSG00000030102,ENSMUSG00000030815,ENSMUSG00000031295,ENSMUSG00000032294,ENSMUSG00000033059,ENSMUSG00000033953,ENSMUSG00000035041,ENSMUSG00000036438,ENSMUSG00000036879,ENSMUSG00000037112,ENSMUSG00000042406,ENSMUSG00000051177,ENSMUSG00000053007,ENSMUSG00000053819,ENSMUSG00000057897,ENSMUSG00000063229	2902
1	TRUE	0.0361	213	1299	48	0.037	0.225	KEGG:04015	keg	76	Rap1 signaling pathway	1	ENSMUSG00000000001,ENSMUSG00000000157,ENSMUSG00000000303,ENSMUSG00000000441,ENSMUSG00000000489,ENSMUSG00000001175,ENSMUSG00000001847,ENSMUSG00000001995,ENSMUSG00000004451,ENSMUSG00000004936,ENSMUSG00000006699,ENSMUSG00000007815,ENSMUSG00000009376,ENSMUSG00000017776,ENSMUSG00000018293,ENSMUSG00000020122,ENSMUSG00000022994,ENSMUSG00000023951,ENSMUSG00000024070,ENSMUSG00000024998,ENSMUSG00000025809,ENSMUSG00000025812,ENSMUSG00000025856,ENSMUSG00000026821,ENSMUSG00000027859,ENSMUSG00000028019,ENSMUSG00000028698,ENSMUSG00000029580,ENSMUSG00000029648,ENSMUSG00000030265,ENSMUSG00000030849,ENSMUSG00000031465,ENSMUSG00000031861,ENSMUSG00000034101,ENSMUSG00000035954,ENSMUSG00000036438,ENSMUSG00000036585,ENSMUSG00000038387,ENSMUSG00000041187,ENSMUSG00000041351,ENSMUSG00000041417,ENSMUSG00000042745,ENSMUSG00000045095,ENSMUSG00000048376,ENSMUSG00000050965,ENSMUSG00000051177,ENSMUSG00000052681,ENSMUSG00000071042	2902
1	TRUE	0.0328	35	1299	12	0.009	0.343	KEGG:00500	keg	64	Starch and sucrose metabolism	1	ENSMUSG00000000628,ENSMUSG00000003865,ENSMUSG00000019528,ENSMUSG00000019989,ENSMUSG00000022707,ENSMUSG00000025579,ENSMUSG00000025791,ENSMUSG00000033059,ENSMUSG00000036427,ENSMUSG00000037012,ENSMUSG00000037370,ENSMUSG00000062646	2902
1	TRUE	0.000986	77	1299	27	0.021	0.351	KEGG:05212	keg	49	Pancreatic cancer	1	ENSMUSG00000000441,ENSMUSG00000001847,ENSMUSG00000002109,ENSMUSG00000004451,ENSMUSG00000004936,ENSMUSG00000006699,ENSMUSG00000006728,ENSMUSG00000007613,ENSMUSG00000015312,ENSMUSG00000016477,ENSMUSG00000020122,ENSMUSG00000021453,ENSMUSG00000021668,ENSMUSG00000023067,ENSMUSG00000023951,ENSMUSG00000024515,ENSMUSG00000024563,ENSMUSG00000025199,ENSMUSG00000026821,ENSMUSG00000028698,ENSMUSG00000030265,ENSMUSG00000031133,ENSMUSG00000032402,ENSMUSG00000032440,ENSMUSG00000036390,ENSMUSG00000041417,ENSMUSG00000062312	2902
1	TRUE	0.00735	73	1299	23	0.018	0.315	KEGG:05214	keg	91	Glioma	1	ENSMUSG00000000441,ENSMUSG00000000489,ENSMUSG00000001175,ENSMUSG00000002109,ENSMUSG00000004936,ENSMUSG00000006728,ENSMUSG00000015312,ENSMUSG00000016477,ENSMUSG00000020122,ENSMUSG00000020184,ENSMUSG00000021453,ENSMUSG00000021668,ENSMUSG00000023067,ENSMUSG00000025856,ENSMUSG00000028698,ENSMUSG00000030265,ENSMUSG00000036390,ENSMUSG00000036438,ENSMUSG00000041417,ENSMUSG00000050965,ENSMUSG00000053819,ENSMUSG00000057897,ENSMUSG00000059923	2902
1	TRUE	0.000449	217	1299	60	0.046	0.276	KEGG:04810	keg	23	Regulation of actin cytoskeleton	1	ENSMUSG00000000149,ENSMUSG00000000157,ENSMUSG00000000441,ENSMUSG00000000489,ENSMUSG00000000555,ENSMUSG00000001847,ENSMUSG00000004936,ENSMUSG00000006304,ENSMUSG00000006699,ENSMUSG00000007815,ENSMUSG00000008475,ENSMUSG00000014956,ENSMUSG00000015143,ENSMUSG00000017776,ENSMUSG00000018293,ENSMUSG00000018547,ENSMUSG00000020122,ENSMUSG00000020451,ENSMUSG00000021676,ENSMUSG00000021823,ENSMUSG00000021990,ENSMUSG00000022443,ENSMUSG00000022607,ENSMUSG00000022995,ENSMUSG00000024048,ENSMUSG00000025265,ENSMUSG00000025348,ENSMUSG00000025372,ENSMUSG00000025809,ENSMUSG00000025856,ENSMUSG00000026193,ENSMUSG00000026737,ENSMUSG00000026755,ENSMUSG00000026971,ENSMUSG00000027087,ENSMUSG00000028019,ENSMUSG00000028698,ENSMUSG00000029580,ENSMUSG00000030265,ENSMUSG00000030536,ENSMUSG00000030602,ENSMUSG00000030849,ENSMUSG00000031133,ENSMUSG00000031207,ENSMUSG00000031284,ENSMUSG00000031861,ENSMUSG00000033940,ENSMUSG00000036402,ENSMUSG00000036585,ENSMUSG00000038387,ENSMUSG00000040940,ENSMUSG00000041417,ENSMUSG00000048376,ENSMUSG00000049775,ENSMUSG00000052397,ENSMUSG00000055723,ENSMUSG00000056201,ENSMUSG00000058230,ENSMUSG00000074923,ENSMUSG00000079426	2902
1	TRUE	0.041	102	1299	26	0.02	0.255	KEGG:04933	keg	2	AGE-RAGE signaling pathway in diabetic complications	1	ENSMUSG00000001506,ENSMUSG00000001847,ENSMUSG00000006699,ENSMUSG00000006728,ENSMUSG00000007613,ENSMUSG00000015340,ENSMUSG00000020937,ENSMUSG00000023951,ENSMUSG00000024014,ENSMUSG00000024515,ENSMUSG00000024563,ENSMUSG00000024789,ENSMUSG00000024998,ENSMUSG00000026193,ENSMUSG00000027962,ENSMUSG00000028128,ENSMUSG00000028698,ENSMUSG00000030265,ENSMUSG00000032402,ENSMUSG00000032440,ENSMUSG00000037411,ENSMUSG00000038418,ENSMUSG00000041417,ENSMUSG00000050965,ENSMUSG00000051177,ENSMUSG00000074743	2902
1	TRUE	0.0222	160	1299	39	0.03	0.244	KEGG:04150	keg	20	mTOR signaling pathway	1	ENSMUSG00000000126,ENSMUSG00000000441,ENSMUSG00000002496,ENSMUSG00000004936,ENSMUSG00000006273,ENSMUSG00000007815,ENSMUSG00000010095,ENSMUSG00000020108,ENSMUSG00000020593,ENSMUSG00000022295,ENSMUSG00000022382,ENSMUSG00000022419,ENSMUSG00000022812,ENSMUSG00000023809,ENSMUSG00000024122,ENSMUSG00000024170,ENSMUSG00000025199,ENSMUSG00000026027,ENSMUSG00000028156,ENSMUSG00000028698,ENSMUSG00000028893,ENSMUSG00000028945,ENSMUSG00000030265,ENSMUSG00000030298,ENSMUSG00000031490,ENSMUSG00000032633,ENSMUSG00000036856,ENSMUSG00000039105,ENSMUSG00000040010,ENSMUSG00000041417,ENSMUSG00000041658,ENSMUSG00000047789,ENSMUSG00000050288,ENSMUSG00000050310,ENSMUSG00000050965,ENSMUSG00000059923,ENSMUSG00000069631,ENSMUSG00000070934,ENSMUSG00000079614	2902
1	TRUE	0.0408	152	1299	36	0.028	0.237	KEGG:05226	keg	21	Gastric cancer	1	ENSMUSG00000000126,ENSMUSG00000000303,ENSMUSG00000000441,ENSMUSG00000002109,ENSMUSG00000004936,ENSMUSG00000007613,ENSMUSG00000009376,ENSMUSG00000015312,ENSMUSG00000016477,ENSMUSG00000020122,ENSMUSG00000021453,ENSMUSG00000021611,ENSMUSG00000021668,ENSMUSG00000022382,ENSMUSG00000022812,ENSMUSG00000023067,ENSMUSG00000024515,ENSMUSG00000024563,ENSMUSG00000024985,ENSMUSG00000028698,ENSMUSG00000028970,ENSMUSG00000029646,ENSMUSG00000030265,ENSMUSG00000030849,ENSMUSG00000032402,ENSMUSG00000032440,ENSMUSG00000036390,ENSMUSG00000036585,ENSMUSG00000036856,ENSMUSG00000037815,ENSMUSG00000039656,ENSMUSG00000040584,ENSMUSG00000041417,ENSMUSG00000050288,ENSMUSG00000059923,ENSMUSG00000062312	2902
1	TRUE	0.0222	37	1299	13	0.01	0.351	KEGG:05216	keg	22	Thyroid cancer	1	ENSMUSG00000000303,ENSMUSG00000000440,ENSMUSG00000002109,ENSMUSG00000004936,ENSMUSG00000015312,ENSMUSG00000021453,ENSMUSG00000021668,ENSMUSG00000022757,ENSMUSG00000023067,ENSMUSG00000024985,ENSMUSG00000030265,ENSMUSG00000036390,ENSMUSG00000039656	2902
1	TRUE	0.00636	55	1299	19	0.015	0.345	KEGG:00280	keg	102	Valine, leucine and isoleucine degradation	1	ENSMUSG00000010651,ENSMUSG00000021238,ENSMUSG00000021646,ENSMUSG00000023832,ENSMUSG00000023921,ENSMUSG00000025260,ENSMUSG00000027332,ENSMUSG00000027709,ENSMUSG00000027984,ENSMUSG00000029455,ENSMUSG00000029482,ENSMUSG00000029776,ENSMUSG00000032263,ENSMUSG00000033429,ENSMUSG00000041426,ENSMUSG00000053644,ENSMUSG00000063558,ENSMUSG00000064294,ENSMUSG00000093930	2902
1	TRUE	0.00379	68	1299	23	0.018	0.338	KEGG:00980	keg	87	Metabolism of xenobiotics by cytochrome P450	1	ENSMUSG00000001663,ENSMUSG00000001665,ENSMUSG00000008540,ENSMUSG00000016194,ENSMUSG00000019102,ENSMUSG00000022947,ENSMUSG00000024087,ENSMUSG00000025069,ENSMUSG00000025934,ENSMUSG00000028138,ENSMUSG00000028743,ENSMUSG00000029260,ENSMUSG00000029919,ENSMUSG00000032348,ENSMUSG00000035811,ENSMUSG00000040703,ENSMUSG00000051483,ENSMUSG00000054630,ENSMUSG00000058135,ENSMUSG00000060803,ENSMUSG00000070704,ENSMUSG00000074604,ENSMUSG00000090124	2902
1	TRUE	7.5e-09	164	1299	61	0.047	0.372	KEGG:04141	keg	105	Protein processing in endoplasmic reticulum	1	ENSMUSG00000000826,ENSMUSG00000003814,ENSMUSG00000004460,ENSMUSG00000005312,ENSMUSG00000005483,ENSMUSG00000015656,ENSMUSG00000019578,ENSMUSG00000019802,ENSMUSG00000020048,ENSMUSG00000020311,ENSMUSG00000020368,ENSMUSG00000020386,ENSMUSG00000020484,ENSMUSG00000020571,ENSMUSG00000020715,ENSMUSG00000020794,ENSMUSG00000021427,ENSMUSG00000021484,ENSMUSG00000021785,ENSMUSG00000021831,ENSMUSG00000022136,ENSMUSG00000022174,ENSMUSG00000022365,ENSMUSG00000023944,ENSMUSG00000025130,ENSMUSG00000025408,ENSMUSG00000025823,ENSMUSG00000025935,ENSMUSG00000026203,ENSMUSG00000026663,ENSMUSG00000026864,ENSMUSG00000027248,ENSMUSG00000027422,ENSMUSG00000027429,ENSMUSG00000027642,ENSMUSG00000027828,ENSMUSG00000028277,ENSMUSG00000028416,ENSMUSG00000028426,ENSMUSG00000028452,ENSMUSG00000030062,ENSMUSG00000030082,ENSMUSG00000030104,ENSMUSG00000030298,ENSMUSG00000031668,ENSMUSG00000031701,ENSMUSG00000031751,ENSMUSG00000032115,ENSMUSG00000037306,ENSMUSG00000039234,ENSMUSG00000039530,ENSMUSG00000039703,ENSMUSG00000040435,ENSMUSG00000041355,ENSMUSG00000042104,ENSMUSG00000042215,ENSMUSG00000042406,ENSMUSG00000046841,ENSMUSG00000071369,ENSMUSG00000075701,ENSMUSG00000078578	2902
1	TRUE	0.00352	143	1299	40	0.031	0.28	KEGG:05206	keg	27	MicroRNAs in cancer	1	ENSMUSG00000000184,ENSMUSG00000000441,ENSMUSG00000000489,ENSMUSG00000000555,ENSMUSG00000004936,ENSMUSG00000005087,ENSMUSG00000005413,ENSMUSG00000007815,ENSMUSG00000009376,ENSMUSG00000010067,ENSMUSG00000016477,ENSMUSG00000017776,ENSMUSG00000020044,ENSMUSG00000020108,ENSMUSG00000020122,ENSMUSG00000020184,ENSMUSG00000020326,ENSMUSG00000020661,ENSMUSG00000022306,ENSMUSG00000023067,ENSMUSG00000023088,ENSMUSG00000023951,ENSMUSG00000024014,ENSMUSG00000024087,ENSMUSG00000025856,ENSMUSG00000027381,ENSMUSG00000028832,ENSMUSG00000028970,ENSMUSG00000030265,ENSMUSG00000030602,ENSMUSG00000032487,ENSMUSG00000033327,ENSMUSG00000040584,ENSMUSG00000041313,ENSMUSG00000044005,ENSMUSG00000050965,ENSMUSG00000052397,ENSMUSG00000059923,ENSMUSG00000062312,ENSMUSG00000067006	2902
1	TRUE	0.000852	68	1299	25	0.019	0.368	KEGG:00010	keg	66	Glycolysis / Gluconeogenesis	1	ENSMUSG00000000628,ENSMUSG00000011752,ENSMUSG00000017390,ENSMUSG00000019102,ENSMUSG00000020277,ENSMUSG00000021196,ENSMUSG00000023456,ENSMUSG00000025791,ENSMUSG00000027605,ENSMUSG00000028138,ENSMUSG00000028307,ENSMUSG00000029455,ENSMUSG00000030695,ENSMUSG00000032294,ENSMUSG00000035473,ENSMUSG00000036427,ENSMUSG00000037012,ENSMUSG00000038871,ENSMUSG00000041237,ENSMUSG00000053644,ENSMUSG00000057666,ENSMUSG00000059040,ENSMUSG00000062070,ENSMUSG00000063229,ENSMUSG00000063524	2902
1	TRUE	0.00839	203	1299	50	0.038	0.246	KEGG:04510	keg	101	Focal adhesion	1	ENSMUSG00000000058,ENSMUSG00000000184,ENSMUSG00000000441,ENSMUSG00000000489,ENSMUSG00000000555,ENSMUSG00000001506,ENSMUSG00000001847,ENSMUSG00000004936,ENSMUSG00000006699,ENSMUSG00000007815,ENSMUSG00000009376,ENSMUSG00000014956,ENSMUSG00000015143,ENSMUSG00000015647,ENSMUSG00000017776,ENSMUSG00000020122,ENSMUSG00000021823,ENSMUSG00000022607,ENSMUSG00000022812,ENSMUSG00000023951,ENSMUSG00000024048,ENSMUSG00000024122,ENSMUSG00000025278,ENSMUSG00000025348,ENSMUSG00000025809,ENSMUSG00000025856,ENSMUSG00000026193,ENSMUSG00000026479,ENSMUSG00000026639,ENSMUSG00000026971,ENSMUSG00000027087,ENSMUSG00000028019,ENSMUSG00000028047,ENSMUSG00000028698,ENSMUSG00000029304,ENSMUSG00000029580,ENSMUSG00000029648,ENSMUSG00000029860,ENSMUSG00000030602,ENSMUSG00000031284,ENSMUSG00000033327,ENSMUSG00000041417,ENSMUSG00000050965,ENSMUSG00000052681,ENSMUSG00000052911,ENSMUSG00000057367,ENSMUSG00000058230,ENSMUSG00000059923,ENSMUSG00000062312,ENSMUSG00000074923	2902
1	TRUE	0.00596	145	1299	39	0.03	0.269	KEGG:05418	keg	30	Fluid shear stress and atherosclerosis	1	ENSMUSG00000000058,ENSMUSG00000000489,ENSMUSG00000001175,ENSMUSG00000001663,ENSMUSG00000001665,ENSMUSG00000001847,ENSMUSG00000003308,ENSMUSG00000003849,ENSMUSG00000005413,ENSMUSG00000007815,ENSMUSG00000008540,ENSMUSG00000020048,ENSMUSG00000020265,ENSMUSG00000020592,ENSMUSG00000022607,ENSMUSG00000023944,ENSMUSG00000023951,ENSMUSG00000024190,ENSMUSG00000025069,ENSMUSG00000025199,ENSMUSG00000025856,ENSMUSG00000025934,ENSMUSG00000026021,ENSMUSG00000026836,ENSMUSG00000027087,ENSMUSG00000027962,ENSMUSG00000028698,ENSMUSG00000029580,ENSMUSG00000030557,ENSMUSG00000032348,ENSMUSG00000033352,ENSMUSG00000034220,ENSMUSG00000036438,ENSMUSG00000041417,ENSMUSG00000058135,ENSMUSG00000060803,ENSMUSG00000071369,ENSMUSG00000074604,ENSMUSG00000074743	2902
